ID,MUNDO,PUNTO DE RECORRIDO,TIPO DE RETO,Contexto (si hace falta),Enunciado ciudadanía (default),Puntos por respuesta correcta,Respuesta 1,% R1,Respuesta 2,% R2,Respuesta 3,% R3,Respuesta 4,% R4,Num. Articulo,Artículo de la constitución (texto),Feedback del juego,TIEMPO (segundos),Dificultad,
798,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Es un deber fundamental del Estado:,10,Garantizar la racionalidad del gasto público y la promoción de una administración pública eficiente,100%,Pagar buenos salarios a los funcionarios del gobierno central,0%,Apoyar económicamente a otros Estados,0%,Tener muchos servidores públicos,0%,75,Constitución de la República Dominicana,"Deberes fundamentales. Los derechos fundamentales reconocidos en esta Constitución determinan la existencia de un orden de responsabilidad jurídica y moral, que obliga la conducta del hombre y la mujer en sociedad. En consecuencia, se declaran como deberes fundamentales de las personas los siguientes: 12) Velar por el fortalecimiento y la calidad de la democracia, el respeto del patrimonio público y el ejercicio transparente de la función pública




",30,Medio,
799,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Todo ciudadano dominicano tiene el deber de:,10,Velar por el fortalecimiento y calidad de la democracia,100%,Pertenecer al Congreso Nacional,0%,Pertenecer a la Policía Nacional,0%,Dedicarse a actos ilícitos,0%,75,Constitución de la República Dominicana,"Deberes fundamentales. Los derechos fundamentales reconocidos en esta Constitución determinan la existencia de un orden de responsabilidad jurídica y moral, que obliga la conducta del hombre y la mujer en sociedad. En consecuencia, se declaran como deberes fundamentales de las personas los siguientes: 12) Velar por el fortalecimiento y la calidad de la democracia, el respeto del patrimonio público y el ejercicio transparente de la función pública




",30,Medio,
800,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La pareja en unión libre de un militar fallecido reclama una pensión. Sin embargo, las Fuerzas Armadas se la niega porque solo le corresponde este tipo de pensión a las parejas casadas, no en uniones libres. El derecho fundamental vulnerado es:",10,Derecho de la familia,100%,Derecho al libre desarrollo de la personalidad,0%,Derecho a libertad de asociación,0%,Derecho a la dignidad humana,0%,,,"Sentencia TC/0012/12 del tribunal constitucional

A partir de esta sentencia se estableció que tanto las familias organizadas bajo unión libre como bajo el matrimonio gozan del derecho de pensión por sobrevivencia previsto en la ley a favor de las parejas de militares fallecidos.",30,Fácil,
801,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Casi al término del año escolar 2012-2013, tras atravesar por una situación económica difícil los padres de un adolescente se atrasaron en el pago del centro educativo donde estudiaba su hijo, razón por la cual el adolescente fue expulsado. El derecho fundamental vulnerado es:",10,Derecho a la educación,100%,   Derecho a la familia,0%,Derecho a la igualdad,0%,Derecho de protesta,0%,,,"Sentencia TC/0058/13 del tribunal constitucional

Mediante esta sentencia se destacó la prohibición de expulsar, en el transcurso del año escolar, a los niños, niñas y adolescentes de los centros educativos por falta de pago de los padres, la cual no está impuesta a los profesores, sino a los centros de enseñanza, protegiéndose con ello el derecho a la educación y evitando que los niños sean usados como medio para constreñir a los padres a cumplir con su obligación de pago.",30,Fácil,
802,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Un hombre y una mujer recién divorciados desean contraer matrimonio con sus nuevas parejas. El hombre pudo celebrar su nuevo matrimonio, pero la mujer no pudo porque el oficial del estado civil le exigió que debía esperar 10 meses desde la fecha de su divorcio para volver a casarse según la ley, condición que esta no cumplía. El derecho fundamental vulnerado es:",10,Dignidad humana,100%,Derecho a la vivienda,0%,Derecho al libre tránsito,0%,Derecho a la libertad y seguridad personal,0%,,,"Sentencia TC/0070/15 del tribunal constitucional



A partir de esta sentencia se declaró inconforme con el artículo 38 de la Constitución el artículo 35 de la Ley núm. 1306-Bis, que condicionaba a la mujer a esperar 10 meses de la fecha del divorcio, porque atentaba contra la dignidad humana.










",30,Medio,
803,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Una Administradora de Riesgos de Salud se negó a dar cobertura a un procedimiento médico consistente en la extirpación vía endonasal endoscópica con uso de neuronavegador de un tumor craneal. La cobertura fue denegada al paciente sobre la base de que el procedimiento en cuestión no se encontraba incluido en el Plan Básico de Salud. El derecho fundamental vulnerado es:,10,Derecho a la salud,100%,Derecho a la familia,0%,Derecho al trabajo,0%,Derecho a la vivienda,0%,,,"Sentencia TC/0111/19 del tribunal constitucional

En virtud de esta sentencia se salvaguardó el derecho a la salud y al ordenar a una ARS cubrir el procedimiento quirúrgico que, a pesar de que no se encontraba descrito en el plan de póliza contratado, no representaba un riesgo al Sistema Dominicano de Seguridad Social, ni tampoco superaba el límite de fondos establecido. En ese sentido, el tribunal ordenó al Consejo Nacional de Seguridad Social (CNSS), incluir el procedimiento de extracción de tumor cerebral vía endonasal en el Catálogo de Prestaciones de Servicios del Plan Básico de Salud, “así como cualquier técnica, tecnología o procedimiento más avanzado.
















",30,Medio,
804,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Un recién nacido presentaba bajos niveles de hemoglobina y altos de bilirrubina. Nació con la condición de incompatibilidad de Alvéolo, por lo que requería transfusión sanguínea inmediata. Los padres del bebé se negaron en razón de su condición de testigos de Jehová. El derecho(s) fundamental vulnerado es:",10,Protección de las personas menores de edad,100%,Derecho a la familia,0%,Libertad de conciencia y de cultos,0%,Derecho al libre desarrollo de la personalidad,0%,,,"Sentencia TC/1078/2023 del tribunal constitucional

A través de esta sentencia se decidió que el interés del niño está por encima del derecho a la libertad de cultos y conciencia de los padres. Se reconoció el derecho de los padres de practicar una religión en virtud del artículo 45 de la Constitución, sin embargo, señaló de que cuando se trata de la protección de un menor, la preservación de su vida y salud está por encima de cualquier interés individual de terceros.





",30,Medio,
805,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Un grupo de ciudadanos dominicanos debidamente organizados decidieron protestar pacíficamente contra las prácticas de corrupción y el respeto a la convivencia social. La Policía Nacional como forma de evitar y reprimir la misma, realizó un despliegue de cientos de agentes policiales que le impidieron el paso de los manifestantes al lugar de la protesta, además de agredirlos. El derecho fundamental vulnerado es:",10,Derecho a la protesta,100%,Derecho al trabajo,0%,Derecho a la igualdad.,0%,Derecho a la privacidad,0%,,,"Sentencia TC/0092/18 del tribunal constitucional

Mediante esta sentencia se reafirmó el derecho a reunirse pacíficamente, expresarse libremente y a protestar contra actuaciones de la autoridad. El Tribunal estableció que el derecho de manifestación o protesta social constituye un medio legítimo de poder ciudadano que opera como contrapeso en el orden democrático en procura de que el Estado ofrezca respuestas concretas u acometa acciones ante sus demandas.",30,Fácil,
806,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Dos hermanas cuyo padre no las reconoció en vida, buscaban obtener el apellido de su padre, pero el tribunal les negó dicha pretensión por considerarla presentada fuera de tiempo. El derecho fundamental vulnerado es:",10,Derecho a la dignidad humana,100%,Derecho a la vivienda,0%,Derecho a la información,0%,Protección de las personas adultos mayores,0%,,,"Sentencia TC/0059/13 del tribunal constitucional

En esta sentencia se reconoció la imprescriptibilidad de la reclamación judicial de filiación, en razón de que el derecho a la dignidad humana y el derecho al apellido del padre son derechos fundamentales que se encuentran tutelados en la Constitución de la República y en los tratados que forman parte del bloque de constitucionalidad, y están directamente vinculados al valor central del estado social y democrático de derecho.",30,Fácil,
807,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Un privado de libertad tras cometer una falta grave es sancionado con la prohibición de recibir visitas conyugales de su esposa. El derecho fundamental vulnerado es:,10,Derechos de la familia,100%,Derecho a la libertad de cultos,0%,Libertad de reunión,0%,Libertad de tránsito,0%,,,"Sentencia TC/0236/17 del tribunal constitucional

En esta sentencia quedó establecido que el régimen de visita conyugal puede ser objeto de regulación, en aras de preservar la seguridad, salubridad y disciplina del recinto. Sin embargo, no puede ser jamás suspendido por su vínculo estrecho con los derechos fundamentales a la intimidad personal y familiar, el libre desarrollo de la personalidad y a los derechos sexuales reproductivos, que, a su vez, contribuye con el proceso de resocialización y reinserción del reo",30,Medio,
808,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Al establecerse conforme una nueva ley la edad máxima de 65 años para trabajar como conductor de transporte público, muchas personas mayores de esa edad mostraron su inconformidad y desacuerdo con dicha disposición, pues se sentían en condiciones de continuar conduciendo y laborando sin presentar problemas de salud, pero el Estado quería preservar la seguridad de los pasajeros. El derecho fundamental vulnerado es:",10,Derecho al trabajo,100%,Derecho de propiedad,0%,Libertad de tránsito,0%,Libertad de empresa,0%,,,"Sentencia TC/0005/20 del tribunal constitucional

Esta sentencia declaró no conforme con la Constitución, el artículo 101 numeral 2º de la Ley núm. 63-17, sobre Movilidad, Transporte Terrestre, Tránsito y Seguridad Vial de la República Dominicana, por establecer la exigencia de una edad mínima y máxima para trabajar como conductor en el transporte público de pasajeros, lesionando de esa manera el principio de derecho a la igualdad y el derecho al trabajo.",30,Medio,
809,M5 - JURISPRUDENCIA CONSTITUCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Una señora colocó una caja metálica negra, con la finalidad de impedir el acceso a la llave de paso que conecta el tinaco del apartamento propiedad de su vecino, con la fuente de agua principal. El derecho fundamental vulnerado es:",10,Derecho a la salud que establece el acceso al agua,100%,Derecho de protesta que establece el acceso al agua,0%,Derecho a la igualdad que establece el acceso al agua,0%,Derecho del consumidor que establece el acceso al agua,0%,,,"Sentencia TC/0482/16 del Tribunal Constitucional 

En esta sentencia el Tribunal estimó que obstruir de manera unilateral el acceso al servicio público de agua potable de manera arbitraria y sin cumplir con el debido proceso afectaba el derecho de acceso al agua de la víctima, contemplado en el artículo 61 derecho a la salud, numeral 1.",30,Difícil,
